 MySQL  localhost:3306 ssl  boats  SQL > select s.* from sailors s
                                      -> where s.rating > 9;
+------+---------+-----+--------+
| sid  | name    | age | rating |
| Bob1170     |  82 | guppy45   |
| Bob1170     |  82 | guppy170  |
| Bob1170     |  82 | guppy254  |
| Bob1170     |  82 | guppy290  |
| Bob1170     |  82 | guppy611  |
| Bob1316     |  82 | guppy678  |
| Bob1316     |  82 | guppy699  |
| Bob1316     |  82 | guppy725  |
| Bob1316     |  82 | guppy907  |
| Bob1316     |  82 | guppy937  |
| Bob1316     |  82 | guppy959  |
| Bob1438     |  82 | guppy235  |
| Bob1438     |  82 | guppy495  |
| Bob1438     |  82 | guppy614  |
| Bob1438     |  82 | guppy730  |
| Bob1438     |  82 | guppy881  |
| Bob1438     |  82 | guppy946  |
| Bob1438     |  82 | guppy986  |
| Bob1443     |  82 | guppy159  |
| Bob1443     |  82 | guppy698  |
| Bob1443     |  82 | guppy729  |
| Bob1590     |  82 | guppy77   |
| Bob1590     |  82 | guppy213  |
| Bob1590     |  82 | guppy458  |
| Bob1590     |  82 | guppy782  |
| Bob1590     |  82 | guppy785  |
| Bob1658     |  82 | guppy13   |
| Bob1658     |  82 | guppy163  |
| Bob1658     |  82 | guppy263  |
| Bob1658     |  82 | guppy470  |
| Bob1658     |  82 | guppy641  |
| Bob1658     |  82 | guppy764  |
| Bob1694     |  82 | guppy111  |
| Bob1694     |  82 | guppy169  |
| Bob1694     |  82 | guppy222  |
| Bob1694     |  82 | guppy600  |
| Bob1694     |  82 | guppy640  |
| Bob1694     |  82 | guppy950  |
| Bob1744     |  82 | guppy23   |
| Bob1744     |  82 | guppy35   |
| Bob1744     |  82 | guppy53   |
| Bob1744     |  82 | guppy131  |
| Bob1744     |  82 | guppy270  |
| Bob1744     |  82 | guppy836  |
| Bob1839     |  82 | guppy25   |
| Bob1839     |  82 | guppy167  |
| Bob1839     |  82 | guppy301  |
| Bob1839     |  82 | guppy322  |
| Bob1839     |  82 | guppy584  |
| Bob1839     |  82 | guppy872  |
| Bob1839     |  82 | guppy876  |
| Bob1839     |  82 | guppy880  |
| Bob1858     |  82 | guppy534  |
| Bob1858     |  82 | guppy700  |
| Bob1858     |  82 | guppy710  |
| Bob1858     |  82 | guppy813  |
| Bob1858     |  82 | guppy850  |
| Bob1858     |  82 | guppy864  |
| Bob1866     |  82 | guppy798  |
| Bob1866     |  82 | guppy910  |
| Bob1921     |  82 | guppy542  |
| Bob1921     |  82 | guppy835  |
| Bob1970     |  82 | guppy238  |
| Bob1970     |  82 | guppy472  |
| Bob1970     |  82 | guppy895  |
| Bob197      |  83 | guppy416  |
| Bob197      |  83 | guppy620  |
| Bob197      |  83 | guppy958  |
| Bob230      |  83 | guppy220  |
| Bob230      |  83 | guppy332  |
| Bob230      |  83 | guppy358  |
| Bob230      |  83 | guppy649  |
| Bob230      |  83 | guppy807  |
| Bob276      |  83 | guppy224  |
| Bob276      |  83 | guppy225  |
| Bob276      |  83 | guppy229  |
| Bob276      |  83 | guppy600  |
| Bob276      |  83 | guppy802  |
| Bob276      |  83 | guppy900  |
| Bob368      |  83 | guppy166  |
| Bob368      |  83 | guppy329  |
| Bob368      |  83 | guppy427  |
| Bob368      |  83 | guppy433  |
| Bob368      |  83 | guppy625  |
| Bob368      |  83 | guppy663  |
| Bob368      |  83 | guppy706  |
| Bob368      |  83 | guppy762  |
| Bob368      |  83 | guppy985  |
| Bob443      |  83 | guppy512  |
| Bob651      |  83 | guppy465  |
| Bob651      |  83 | guppy894  |
| Bob651      |  83 | guppy960  |
| Bob680      |  83 | guppy599  |
| Bob701      |  83 | guppy82   |
| Bob701      |  83 | guppy166  |
| Bob701      |  83 | guppy371  |
| Bob701      |  83 | guppy457  |
| Bob701      |  83 | guppy765  |
| Bob701      |  83 | guppy995  |
| Bob704      |  83 | guppy100  |
| Bob704      |  83 | guppy102  |
| Bob704      |  83 | guppy335  |
| Bob704      |  83 | guppy601  |
| Bob704      |  83 | guppy750  |
| Bob864      |  83 | guppy231  |
| Bob864      |  83 | guppy558  |
| Bob864      |  83 | guppy878  |
| Bob864      |  83 | guppy899  |
| Bob1059     |  83 | guppy43   |
| Bob1059     |  83 | guppy175  |
| Bob1059     |  83 | guppy214  |
| Bob1059     |  83 | guppy631  |
| Bob1059     |  83 | guppy690  |
| Bob1059     |  83 | guppy733  |
| Bob1090     |  83 | guppy34   |
| Bob1090     |  83 | guppy106  |
| Bob1090     |  83 | guppy148  |
| Bob1090     |  83 | guppy442  |
| Bob1090     |  83 | guppy442  |
| Bob1090     |  83 | guppy467  |
| Bob1090     |  83 | guppy509  |
| Bob1090     |  83 | guppy639  |
| Bob1090     |  83 | guppy666  |
| Bob1090     |  83 | guppy885  |
| Bob1159     |  83 | guppy138  |
| Bob1159     |  83 | guppy416  |
| Bob1299     |  83 | guppy236  |
| Bob1299     |  83 | guppy450  |
| Bob1299     |  83 | guppy795  |
| Bob1299     |  83 | guppy942  |
| Bob1313     |  83 | guppy14   |
| Bob1313     |  83 | guppy373  |
| Bob1313     |  83 | guppy960  |
| Bob1462     |  83 | guppy28   |
| Bob1462     |  83 | guppy329  |
| Bob1462     |  83 | guppy379  |
| Bob1462     |  83 | guppy892  |
| Bob1478     |  83 | guppy183  |
| Bob1478     |  83 | guppy507  |
| Bob1478     |  83 | guppy790  |
| Bob1478     |  83 | guppy929  |
| Bob1531     |  83 | guppy144  |
| Bob1531     |  83 | guppy388  |
| Bob1531     |  83 | guppy514  |
| Bob1531     |  83 | guppy603  |
| Bob1531     |  83 | guppy612  |
| Bob1531     |  83 | guppy841  |
| Bob1633     |  83 | guppy91   |
| Bob1633     |  83 | guppy200  |
| Bob1633     |  83 | guppy291  |
| Bob1633     |  83 | guppy397  |
| Bob1633     |  83 | guppy597  |
| Bob1633     |  83 | guppy608  |
| Bob1633     |  83 | guppy614  |
| Bob1633     |  83 | guppy891  |
| Bob1633     |  83 | guppy894  |
| Bob1633     |  83 | guppy925  |
| Bob1784     |  83 | guppy113  |
| Bob1784     |  83 | guppy599  |
| Bob1784     |  83 | guppy659  |
| Bob1784     |  83 | guppy960  |
| Bob1838     |  83 | guppy138  |
| Bob1838     |  83 | guppy588  |
| Bob1838     |  83 | guppy644  |
| Bob1838     |  83 | guppy761  |
| Bob1838     |  83 | guppy844  |
| Bob1838     |  83 | guppy950  |
| Bob1848     |  83 | guppy1    |
| Bob1848     |  83 | guppy98   |
| Bob1848     |  83 | guppy158  |
| Bob1848     |  83 | guppy257  |
| Bob1848     |  83 | guppy594  |
| Bob1848     |  83 | guppy613  |
| Bob1848     |  83 | guppy658  |
| Bob1848     |  83 | guppy854  |
| Bob1992     |  83 | guppy466  |
| Bob1992     |  83 | guppy675  |
| Bob1992     |  83 | guppy692  |
| Bob1992     |  83 | guppy806  |
| Bob1992     |  83 | guppy947  |
| Bob176      |  84 | guppy24   |
| Bob176      |  84 | guppy145  |
| Bob176      |  84 | guppy704  |
| Bob176      |  84 | guppy780  |
| Bob176      |  84 | guppy955  |
| Bob261      |  84 | guppy544  |
| Bob261      |  84 | guppy618  |
| Bob261      |  84 | guppy635  |
| Bob272      |  84 | guppy28   |
| Bob272      |  84 | guppy191  |
| Bob272      |  84 | guppy196  |
| Bob272      |  84 | guppy293  |
| Bob272      |  84 | guppy790  |
| Bob328      |  84 | guppy242  |
| Bob328      |  84 | guppy409  |
| Bob328      |  84 | guppy753  |
| Bob328      |  84 | guppy859  |
| Bob328      |  84 | guppy971  |
| Bob328      |  84 | guppy974  |
| Bob328      |  84 | guppy983  |
| Bob402      |  84 | guppy58   |
| Bob402      |  84 | guppy100  |
| Bob402      |  84 | guppy470  |
| Bob402      |  84 | guppy686  |
| Bob402      |  84 | guppy799  |
| Bob402      |  84 | guppy834  |
| Bob624      |  84 | guppy107  |
| Bob624      |  84 | guppy297  |
| Bob624      |  84 | guppy451  |
| Bob624      |  84 | guppy494  |
| Bob624      |  84 | guppy524  |
| Bob624      |  84 | guppy615  |
| Bob624      |  84 | guppy714  |
| Bob1024     |  84 | guppy425  |
| Bob1024     |  84 | guppy468  |
| Bob1024     |  84 | guppy936  |
| Bob1024     |  84 | guppy947  |
| Bob1024     |  84 | guppy964  |
| Bob1027     |  84 | guppy30   |
| Bob1027     |  84 | guppy212  |
| Bob1027     |  84 | guppy224  |
| Bob1027     |  84 | guppy258  |
| Bob1027     |  84 | guppy620  |
| Bob1027     |  84 | guppy669  |
| Bob1027     |  84 | guppy945  |
| Bob1197     |  84 | guppy262  |
| Bob1197     |  84 | guppy471  |
| Bob1359     |  84 | guppy127  |
| Bob1359     |  84 | guppy399  |
| Bob1359     |  84 | guppy636  |
| Bob1359     |  84 | guppy772  |
| Bob1554     |  84 | guppy24   |
| Bob1554     |  84 | guppy332  |
| Bob1554     |  84 | guppy468  |
| Bob1554     |  84 | guppy799  |
| Bob1554     |  84 | guppy828  |
| Bob1554     |  84 | guppy849  |
| Bob1554     |  84 | guppy921  |
| Bob1570     |  84 | guppy381  |
| Bob1570     |  84 | guppy608  |
| Bob1570     |  84 | guppy697  |
| Bob1570     |  84 | guppy765  |
| Bob1618     |  84 | guppy72   |
| Bob1618     |  84 | guppy108  |
| Bob1618     |  84 | guppy128  |
| Bob1618     |  84 | guppy957  |
| Bob1619     |  84 | guppy71   |
| Bob1619     |  84 | guppy106  |
| Bob1619     |  84 | guppy262  |
| Bob1619     |  84 | guppy475  |
| Bob1619     |  84 | guppy797  |
| Bob1619     |  84 | guppy851  |
| Bob1676     |  84 | guppy475  |
| Bob1676     |  84 | guppy698  |
| Bob1676     |  84 | guppy946  |
| Bob1676     |  84 | guppy999  |
| Bob1746     |  84 | guppy30   |
| Bob1746     |  84 | guppy207  |
| Bob1746     |  84 | guppy457  |
| Bob1746     |  84 | guppy972  |
| Bob1819     |  84 | guppy113  |
| Bob1819     |  84 | guppy342  |
| Bob1819     |  84 | guppy350  |
| Bob1819     |  84 | guppy386  |
| Bob1819     |  84 | guppy886  |
| Bob1819     |  84 | guppy966  |
| Bob1841     |  84 | guppy225  |
| Bob1841     |  84 | guppy268  |
| Bob1841     |  84 | guppy395  |
| Bob1841     |  84 | guppy836  |
| Bob1841     |  84 | guppy849  |
| Bob1841     |  84 | guppy891  |
| Bob1928     |  84 | guppy18   |
| Bob1928     |  84 | guppy19   |
| Bob1928     |  84 | guppy868  |
| Bob1928     |  84 | guppy994  |
| Bob1929     |  84 | guppy30   |
| Bob1929     |  84 | guppy254  |
| Bob1929     |  84 | guppy285  |
| Bob1929     |  84 | guppy542  |
| Bob1929     |  84 | guppy596  |
| Bob1943     |  84 | guppy41   |
| Bob1943     |  84 | guppy81   |
| Bob1943     |  84 | guppy156  |
| Bob1943     |  84 | guppy529  |
| Bob1943     |  84 | guppy692  |
| Bob181      |  85 | guppy274  |
| Bob181      |  85 | guppy567  |
| Bob181      |  85 | guppy595  |
| Bob181      |  85 | guppy695  |
| Bob181      |  85 | guppy700  |
| Bob181      |  85 | guppy918  |
| Bob263      |  85 | guppy2    |
| Bob263      |  85 | guppy73   |
| Bob263      |  85 | guppy324  |
| Bob263      |  85 | guppy424  |
| Bob263      |  85 | guppy661  |
| Bob263      |  85 | guppy862  |
| Bob263      |  85 | guppy938  |
| Bob265      |  85 | guppy46   |
| Bob265      |  85 | guppy509  |
| Bob265      |  85 | guppy560  |
| Bob265      |  85 | guppy626  |
| Bob265      |  85 | guppy907  |
| Bob607      |  85 | guppy82   |
| Bob607      |  85 | guppy236  |
| Bob607      |  85 | guppy262  |
| Bob607      |  85 | guppy275  |
| Bob607      |  85 | guppy640  |
| Bob607      |  85 | guppy839  |
| Bob720      |  85 | guppy148  |
| Bob720      |  85 | guppy246  |
| Bob720      |  85 | guppy492  |
| Bob720      |  85 | guppy672  |
| Bob720      |  85 | guppy680  |
| Bob720      |  85 | guppy968  |
| Bob912      |  85 | guppy369  |
| Bob912      |  85 | guppy415  |
| Bob912      |  85 | guppy677  |
| Bob914      |  85 | guppy263  |
| Bob914      |  85 | guppy535  |
| Bob914      |  85 | guppy583  |
| Bob914      |  85 | guppy723  |
| Bob914      |  85 | guppy844  |
| Bob914      |  85 | guppy845  |
| Bob1035     |  85 | guppy983  |
| Bob1343     |  85 | guppy279  |
| Bob1343     |  85 | guppy583  |
| Bob1343     |  85 | guppy792  |
| Bob1429     |  85 | guppy192  |
| Bob1429     |  85 | guppy450  |
| Bob1429     |  85 | guppy477  |
| Bob1429     |  85 | guppy890  |
| Bob1496     |  85 | guppy93   |
| Bob1496     |  85 | guppy333  |
| Bob1496     |  85 | guppy598  |
| Bob1615     |  85 | guppy763  |
| Bob1615     |  85 | guppy790  |
| Bob1663     |  85 | guppy60   |
| Bob1663     |  85 | guppy79   |
| Bob1663     |  85 | guppy797  |
| Bob1663     |  85 | guppy852  |
| Bob1788     |  85 | guppy45   |
| Bob1788     |  85 | guppy61   |
| Bob1788     |  85 | guppy376  |
| Bob1788     |  85 | guppy750  |
| Bob1801     |  85 | guppy60   |
| Bob1801     |  85 | guppy332  |
| Bob1801     |  85 | guppy539  |
| Bob1801     |  85 | guppy648  |
| Bob1801     |  85 | guppy838  |
| Bob1810     |  85 | guppy324  |
| Bob1810     |  85 | guppy774  |
| Bob1810     |  85 | guppy811  |
| Bob1832     |  85 | guppy437  |
| Bob1832     |  85 | guppy521  |
| Bob1868     |  85 | guppy281  |
| Bob1868     |  85 | guppy560  |
| Bob1926     |  85 | guppy132  |
| Bob1926     |  85 | guppy169  |
| Bob1926     |  85 | guppy312  |
| Bob1926     |  85 | guppy346  |
| Bob1926     |  85 | guppy371  |
| Bob1926     |  85 | guppy432  |
| Bob1926     |  85 | guppy579  |
| Bob1926     |  85 | guppy637  |
| Bob1937     |  85 | guppy106  |
| Bob1937     |  85 | guppy432  |
| Bob1937     |  85 | guppy887  |
| Bob1937     |  85 | guppy943  |
| Bob1937     |  85 | guppy996  |
| Bob183      |  86 | guppy88   |
| Bob183      |  86 | guppy302  |
| Bob183      |  86 | guppy690  |
| Bob183      |  86 | guppy945  |
| Bob242      |  86 | guppy292  |
| Bob242      |  86 | guppy516  |
| Bob242      |  86 | guppy532  |
| Bob242      |  86 | guppy862  |
| Bob242      |  86 | guppy893  |
| Bob242      |  86 | guppy954  |
| Bob359      |  86 | guppy667  |
| Bob382      |  86 | guppy188  |
| Bob382      |  86 | guppy519  |
| Bob382      |  86 | guppy793  |
| Bob382      |  86 | guppy828  |
| Bob382      |  86 | guppy869  |
| Bob382      |  86 | guppy885  |
| Bob395      |  86 | guppy55   |
| Bob395      |  86 | guppy245  |
| Bob395      |  86 | guppy259  |
| Bob395      |  86 | guppy341  |
| Bob395      |  86 | guppy649  |
| Bob395      |  86 | guppy733  |
| Bob395      |  86 | guppy841  |
| Bob395      |  86 | guppy918  |
| Bob413      |  86 | guppy151  |
| Bob413      |  86 | guppy196  |
| Bob413      |  86 | guppy209  |
| Bob413      |  86 | guppy268  |
| Bob413      |  86 | guppy295  |
| Bob413      |  86 | guppy406  |
| Bob413      |  86 | guppy497  |
| Bob413      |  86 | guppy509  |
| Bob413      |  86 | guppy560  |
| Bob413      |  86 | guppy817  |
| Bob413      |  86 | guppy912  |
| Bob445      |  86 | guppy186  |
| Bob445      |  86 | guppy212  |
| Bob445      |  86 | guppy220  |
| Bob445      |  86 | guppy574  |
| Bob445      |  86 | guppy634  |
| Bob481      |  86 | guppy15   |
| Bob481      |  86 | guppy40   |
| Bob481      |  86 | guppy112  |
| Bob481      |  86 | guppy161  |
| Bob481      |  86 | guppy219  |
| Bob481      |  86 | guppy777  |
| Bob553      |  86 | guppy263  |
| Bob553      |  86 | guppy283  |
| Bob553      |  86 | guppy289  |
| Bob553      |  86 | guppy510  |
| Bob553      |  86 | guppy869  |
| Bob553      |  86 | guppy971  |
| Bob578      |  86 | guppy191  |
| Bob578      |  86 | guppy309  |
| Bob613      |  86 | guppy93   |
| Bob613      |  86 | guppy406  |
| Bob613      |  86 | guppy817  |
| Bob613      |  86 | guppy831  |
| Bob613      |  86 | guppy908  |
| Bob737      |  86 | guppy282  |
| Bob737      |  86 | guppy556  |
| Bob737      |  86 | guppy779  |
| Bob737      |  86 | guppy995  |
| Bob753      |  86 | guppy98   |
| Bob753      |  86 | guppy110  |
| Bob753      |  86 | guppy297  |
| Bob753      |  86 | guppy382  |
| Bob753      |  86 | guppy897  |
| Bob793      |  86 | guppy83   |
| Bob793      |  86 | guppy332  |
| Bob793      |  86 | guppy360  |
| Bob793      |  86 | guppy566  |
| Bob793      |  86 | guppy656  |
| Bob793      |  86 | guppy920  |
| Bob818      |  86 | guppy446  |
| Bob818      |  86 | guppy847  |
| Bob818      |  86 | guppy885  |
| Bob869      |  86 | guppy606  |
| Bob869      |  86 | guppy614  |
| Bob876      |  86 | guppy151  |
| Bob876      |  86 | guppy253  |
| Bob911      |  86 | guppy107  |
| Bob911      |  86 | guppy182  |
| Bob911      |  86 | guppy309  |
| Bob911      |  86 | guppy415  |
| Bob911      |  86 | guppy545  |
| Bob911      |  86 | guppy806  |
| Bob911      |  86 | guppy869  |
| Bob960      |  86 | guppy321  |
| Bob960      |  86 | guppy614  |
| Bob960      |  86 | guppy805  |
| Bob1157     |  86 | guppy97   |
| Bob1157     |  86 | guppy177  |
| Bob1157     |  86 | guppy271  |
| Bob1157     |  86 | guppy820  |
| Bob1157     |  86 | guppy862  |
| Bob1184     |  86 | guppy378  |
| Bob1184     |  86 | guppy560  |
| Bob1184     |  86 | guppy561  |
| Bob1213     |  86 | guppy70   |
| Bob1213     |  86 | guppy182  |
| Bob1213     |  86 | guppy489  |
| Bob1213     |  86 | guppy919  |
| Bob1229     |  86 | guppy123  |
| Bob1229     |  86 | guppy173  |
| Bob1229     |  86 | guppy354  |
| Bob1229     |  86 | guppy905  |
| Bob1229     |  86 | guppy963  |
| Bob1240     |  86 | guppy24   |
| Bob1240     |  86 | guppy74   |
| Bob1240     |  86 | guppy121  |
| Bob1240     |  86 | guppy225  |
| Bob1240     |  86 | guppy659  |
| Bob1250     |  86 | guppy95   |
| Bob1250     |  86 | guppy183  |
| Bob1250     |  86 | guppy219  |
| Bob1250     |  86 | guppy419  |
| Bob1250     |  86 | guppy796  |
| Bob1251     |  86 | guppy343  |
| Bob1251     |  86 | guppy540  |
| Bob1251     |  86 | guppy791  |
| Bob1251     |  86 | guppy909  |
| Bob1251     |  86 | guppy947  |
| Bob1257     |  86 | guppy93   |
| Bob1257     |  86 | guppy115  |
| Bob1257     |  86 | guppy240  |
| Bob1257     |  86 | guppy252  |
| Bob1257     |  86 | guppy262  |
| Bob1257     |  86 | guppy654  |
| Bob1257     |  86 | guppy675  |
| Bob1336     |  86 | guppy47   |
| Bob1336     |  86 | guppy92   |
| Bob1336     |  86 | guppy692  |
| Bob1336     |  86 | guppy885  |
| Bob1388     |  86 | guppy6    |
| Bob1388     |  86 | guppy864  |
| Bob1417     |  86 | guppy11   |
| Bob1417     |  86 | guppy44   |
| Bob1417     |  86 | guppy65   |
| Bob1417     |  86 | guppy231  |
| Bob1417     |  86 | guppy452  |
| Bob1417     |  86 | guppy561  |
| Bob1417     |  86 | guppy746  |
| Bob1417     |  86 | guppy823  |
| Bob1417     |  86 | guppy834  |
| Bob1417     |  86 | guppy895  |
| Bob1464     |  86 | guppy979  |
| Bob1635     |  86 | guppy70   |
| Bob1635     |  86 | guppy161  |
| Bob1635     |  86 | guppy360  |
| Bob1635     |  86 | guppy692  |
| Bob1635     |  86 | guppy722  |
| Bob1635     |  86 | guppy952  |
| Bob1635     |  86 | guppy980  |
| Bob1723     |  86 | guppy8    |
| Bob1723     |  86 | guppy76   |
| Bob1723     |  86 | guppy178  |
| Bob1723     |  86 | guppy195  |
| Bob1723     |  86 | guppy367  |
| Bob1723     |  86 | guppy510  |
| Bob1723     |  86 | guppy601  |
| Bob1903     |  86 | guppy50   |
| Bob1903     |  86 | guppy64   |
| Bob1903     |  86 | guppy147  |
| Bob1903     |  86 | guppy193  |
| Bob1903     |  86 | guppy310  |
| Bob1903     |  86 | guppy335  |
| Bob1903     |  86 | guppy524  |
| Bob1903     |  86 | guppy685  |
| Bob1903     |  86 | guppy833  |
| Bob29       |  87 | guppy88   |
| Bob29       |  87 | guppy115  |
| Bob29       |  87 | guppy236  |
| Bob29       |  87 | guppy380  |
| Bob29       |  87 | guppy456  |
| Bob29       |  87 | guppy493  |
| Bob29       |  87 | guppy521  |
| Bob29       |  87 | guppy557  |
| Bob29       |  87 | guppy572  |
| Bob29       |  87 | guppy660  |
| Bob29       |  87 | guppy766  |
| Bob29       |  87 | guppy772  |
| Bob29       |  87 | guppy792  |
| Bob105      |  87 | guppy11   |
| Bob105      |  87 | guppy274  |
| Bob105      |  87 | guppy326  |
| Bob105      |  87 | guppy701  |
| Bob345      |  87 | guppy157  |
| Bob345      |  87 | guppy443  |
| Bob345      |  87 | guppy907  |
| Bob345      |  87 | guppy920  |
| Bob401      |  87 | guppy26   |
| Bob401      |  87 | guppy303  |
| Bob401      |  87 | guppy483  |
| Bob401      |  87 | guppy591  |
| Bob401      |  87 | guppy732  |
| Bob401      |  87 | guppy824  |
| Bob462      |  87 | guppy211  |
| Bob462      |  87 | guppy215  |
| Bob462      |  87 | guppy217  |
| Bob462      |  87 | guppy281  |
| Bob462      |  87 | guppy364  |
| Bob462      |  87 | guppy373  |
| Bob462      |  87 | guppy438  |
| Bob462      |  87 | guppy696  |
| Bob462      |  87 | guppy715  |
| Bob462      |  87 | guppy752  |
| Bob462      |  87 | guppy953  |
| Bob472      |  87 | guppy96   |
| Bob472      |  87 | guppy148  |
| Bob472      |  87 | guppy296  |
| Bob472      |  87 | guppy394  |
| Bob472      |  87 | guppy913  |
| Bob472      |  87 | guppy924  |
| Bob472      |  87 | guppy977  |
| Bob545      |  87 | guppy14   |
| Bob545      |  87 | guppy186  |
| Bob545      |  87 | guppy226  |
| Bob545      |  87 | guppy255  |
| Bob545      |  87 | guppy403  |
| Bob545      |  87 | guppy597  |
| Bob567      |  87 | guppy240  |
| Bob567      |  87 | guppy502  |
| Bob567      |  87 | guppy599  |
| Bob567      |  87 | guppy769  |
| Bob567      |  87 | guppy894  |
| Bob567      |  87 | guppy985  |
| Bob583      |  87 | guppy183  |
| Bob583      |  87 | guppy363  |
| Bob583      |  87 | guppy459  |
| Bob583      |  87 | guppy609  |
| Bob623      |  87 | guppy15   |
| Bob623      |  87 | guppy86   |
| Bob623      |  87 | guppy617  |
| Bob623      |  87 | guppy688  |
| Bob623      |  87 | guppy751  |
| Bob675      |  87 | guppy128  |
| Bob675      |  87 | guppy258  |
| Bob675      |  87 | guppy451  |
| Bob675      |  87 | guppy969  |
| Bob706      |  87 | guppy84   |
| Bob706      |  87 | guppy302  |
| Bob706      |  87 | guppy485  |
| Bob706      |  87 | guppy816  |
| Bob746      |  87 | guppy327  |
| Bob746      |  87 | guppy456  |
| Bob746      |  87 | guppy763  |
| Bob746      |  87 | guppy907  |
| Bob746      |  87 | guppy932  |
| Bob773      |  87 | guppy259  |
| Bob773      |  87 | guppy528  |
| Bob773      |  87 | guppy536  |
| Bob773      |  87 | guppy716  |
| Bob773      |  87 | guppy816  |
| Bob925      |  87 | guppy412  |
| Bob925      |  87 | guppy682  |
| Bob1064     |  87 | guppy22   |
| Bob1064     |  87 | guppy168  |
| Bob1064     |  87 | guppy447  |
| Bob1064     |  87 | guppy518  |
| Bob1064     |  87 | guppy523  |
| Bob1064     |  87 | guppy781  |
| Bob1064     |  87 | guppy942  |
| Bob1084     |  87 | guppy366  |
| Bob1084     |  87 | guppy472  |
| Bob1084     |  87 | guppy661  |
| Bob1084     |  87 | guppy956  |
| Bob1154     |  87 | guppy148  |
| Bob1154     |  87 | guppy207  |
| Bob1154     |  87 | guppy283  |
| Bob1154     |  87 | guppy381  |
| Bob1154     |  87 | guppy647  |
| Bob1154     |  87 | guppy896  |
| Bob1209     |  87 | guppy70   |
| Bob1209     |  87 | guppy331  |
| Bob1209     |  87 | guppy392  |
| Bob1209     |  87 | guppy401  |
| Bob1209     |  87 | guppy468  |
| Bob1209     |  87 | guppy872  |
| Bob1242     |  87 | guppy131  |
| Bob1242     |  87 | guppy318  |
| Bob1242     |  87 | guppy363  |
| Bob1242     |  87 | guppy421  |
| Bob1242     |  87 | guppy444  |
| Bob1242     |  87 | guppy468  |
| Bob1242     |  87 | guppy513  |
| Bob1242     |  87 | guppy536  |
| Bob1242     |  87 | guppy770  |
| Bob1242     |  87 | guppy862  |
| Bob1242     |  87 | guppy985  |
| Bob1260     |  87 | guppy126  |
| Bob1260     |  87 | guppy305  |
| Bob1260     |  87 | guppy393  |
| Bob1260     |  87 | guppy411  |
| Bob1260     |  87 | guppy684  |
| Bob1260     |  87 | guppy921  |
| Bob1264     |  87 | guppy312  |
| Bob1264     |  87 | guppy344  |
| Bob1264     |  87 | guppy502  |
| Bob1264     |  87 | guppy921  |
| Bob1377     |  87 | guppy6    |
| Bob1377     |  87 | guppy107  |
| Bob1377     |  87 | guppy129  |
| Bob1377     |  87 | guppy410  |
| Bob1377     |  87 | guppy832  |
| Bob1426     |  87 | guppy35   |
| Bob1426     |  87 | guppy458  |
| Bob1426     |  87 | guppy464  |
| Bob1556     |  87 | guppy183  |
| Bob1556     |  87 | guppy295  |
| Bob1556     |  87 | guppy393  |
| Bob1556     |  87 | guppy428  |
| Bob1556     |  87 | guppy764  |
| Bob1556     |  87 | guppy810  |
| Bob1556     |  87 | guppy876  |
| Bob1556     |  87 | guppy974  |
| Bob1564     |  87 | guppy137  |
| Bob1564     |  87 | guppy218  |
| Bob1564     |  87 | guppy469  |
| Bob1564     |  87 | guppy470  |
| Bob1564     |  87 | guppy693  |
| Bob1564     |  87 | guppy930  |
| Bob1616     |  87 | guppy550  |
| Bob1616     |  87 | guppy791  |
| Bob1616     |  87 | guppy813  |
| Bob1616     |  87 | guppy938  |
| Bob1616     |  87 | guppy987  |
| Bob1795     |  87 | guppy582  |
| Bob1795     |  87 | guppy671  |
| Bob1795     |  87 | guppy797  |
| Bob1874     |  87 | guppy615  |
| Bob216      |  88 | guppy146  |
| Bob216      |  88 | guppy337  |
| Bob216      |  88 | guppy385  |
| Bob216      |  88 | guppy720  |
| Bob216      |  88 | guppy843  |
| Bob226      |  88 | guppy5    |
| Bob226      |  88 | guppy337  |
| Bob226      |  88 | guppy420  |
| Bob226      |  88 | guppy474  |
| Bob226      |  88 | guppy536  |
| Bob226      |  88 | guppy562  |
| Bob226      |  88 | guppy808  |
| Bob226      |  88 | guppy924  |
| Bob226      |  88 | guppy956  |
| Bob226      |  88 | guppy972  |
| Bob248      |  88 | guppy405  |
| Bob248      |  88 | guppy600  |
| Bob274      |  88 | guppy63   |
| Bob274      |  88 | guppy87   |
| Bob274      |  88 | guppy377  |
| Bob274      |  88 | guppy438  |
| Bob274      |  88 | guppy612  |
| Bob274      |  88 | guppy656  |
| Bob274      |  88 | guppy660  |
| Bob274      |  88 | guppy868  |
| Bob427      |  88 | guppy72   |
| Bob427      |  88 | guppy754  |
| Bob427      |  88 | guppy877  |
| Bob467      |  88 | guppy78   |
| Bob467      |  88 | guppy169  |
| Bob467      |  88 | guppy523  |
| Bob467      |  88 | guppy822  |
| Bob598      |  88 | guppy161  |
| Bob598      |  88 | guppy167  |
| Bob598      |  88 | guppy316  |
| Bob598      |  88 | guppy401  |
| Bob598      |  88 | guppy519  |
| Bob849      |  88 | guppy66   |
| Bob849      |  88 | guppy98   |
| Bob849      |  88 | guppy533  |
| Bob849      |  88 | guppy594  |
| Bob849      |  88 | guppy745  |
| Bob858      |  88 | guppy224  |
| Bob858      |  88 | guppy727  |
| Bob858      |  88 | guppy930  |
| Bob975      |  88 | guppy184  |
| Bob975      |  88 | guppy723  |
